skill_id,skill,Taxonomy ID,taxonomy_location,Similarity Score
207,Knowledge of end-use applications within the hydrogen value chain,5.1.1,"5 Understanding Market Dynamics for Hydrogen
+-- 1 Market Demand and Supply Analysis
    +-- 1 Factors Influencing Market Demand",0.5401508273037714
207,Knowledge of end-use applications within the hydrogen value chain,14.3.2.2,"14 Hydrogen Liquefaction and Storage
+-- 3 Storage of Liquid Hydrogen
    +-- 2 Safety and Regulatory Requirements
        +-- 2 Safety Protocols for Cryogenic Storage",0.5392985044654061
207,Knowledge of end-use applications within the hydrogen value chain,13.3.2,"13 Hydrogen Compression and Storage
+-- 3 Storage of Compressed Hydrogen
    +-- 2 Safety and Regulatory Requirements",0.5367803515857638
207,Knowledge of end-use applications within the hydrogen value chain,5.1.1.2,"5 Understanding Market Dynamics for Hydrogen
+-- 1 Market Demand and Supply Analysis
    +-- 1 Factors Influencing Market Demand
        +-- 2 Consumer Trends",0.5345003464980245
207,Knowledge of end-use applications within the hydrogen value chain,24.4.2,"24 Integration of Hydrogen System Components
+-- 4 Troubleshooting and Optimization
    +-- 2 Optimization of Integrated Systems",0.5343521283825632
207,Knowledge of end-use applications within the hydrogen value chain,24.3.2,"24 Integration of Hydrogen System Components
+-- 3 Testing and Validation of Integrated Systems
    +-- 2 System-Level Validation",0.5331710496796865
207,Knowledge of end-use applications within the hydrogen value chain,4.4.2,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 2 Containment Integrity",0.5312071744753473
208,Understanding fueling standards for hydrogen products,18.4.2,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing
    +-- 2 Industry-Specific Testing Protocols",0.6837732098238859
208,Understanding fueling standards for hydrogen products,18.4.3,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing
    +-- 3 Compliance with Safety and Reliability Standards",0.6777119417612077
208,Understanding fueling standards for hydrogen products,18.4,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing",0.6671533100668563
208,Understanding fueling standards for hydrogen products,7,7 Understanding Hydrogen Fuel Cells,0.6651880424360183
208,Understanding fueling standards for hydrogen products,16.4.2.2,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization
    +-- 2 Regulatory Compliance in Hydrogen Production
        +-- 2 Quality Assurance and Certification",0.6263187377423126
208,Understanding fueling standards for hydrogen products,5,5 Understanding Market Dynamics for Hydrogen,0.6231952503298311
208,Understanding fueling standards for hydrogen products,6.4,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning",0.6197185950141639
208,Understanding fueling standards for hydrogen products,6.4.1,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 1 Safety Protocols for High-Pressure Hydrogen",0.6195066603329554
208,Understanding fueling standards for hydrogen products,14.3.2,"14 Hydrogen Liquefaction and Storage
+-- 3 Storage of Liquid Hydrogen
    +-- 2 Safety and Regulatory Requirements",0.615596641729668
209,Knowledge of certification requirements for hydrogen products,16.4.2.2,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization
    +-- 2 Regulatory Compliance in Hydrogen Production
        +-- 2 Quality Assurance and Certification",0.7240448042796881
209,Knowledge of certification requirements for hydrogen products,16.2.2,"16 Hydrogen Production Processes
+-- 2 Process Requirements for Hydrogen Production
    +-- 2 H2 Purity Requirements",0.7176418028364142
209,Knowledge of certification requirements for hydrogen products,14.3.2,"14 Hydrogen Liquefaction and Storage
+-- 3 Storage of Liquid Hydrogen
    +-- 2 Safety and Regulatory Requirements",0.7063895629288645
209,Knowledge of certification requirements for hydrogen products,16.2,"16 Hydrogen Production Processes
+-- 2 Process Requirements for Hydrogen Production",0.6960419745912348
209,Knowledge of certification requirements for hydrogen products,13.3.2,"13 Hydrogen Compression and Storage
+-- 3 Storage of Compressed Hydrogen
    +-- 2 Safety and Regulatory Requirements",0.6825072197103011
209,Knowledge of certification requirements for hydrogen products,16.3.2.1,"16 Hydrogen Production Processes
+-- 3 Technological Requirements for Hydrogen Production
    +-- 2 Control Systems and Automation
        +-- 1 Monitoring Systems for Process Control",0.680800499340195
209,Knowledge of certification requirements for hydrogen products,16.2.2.2,"16 Hydrogen Production Processes
+-- 2 Process Requirements for Hydrogen Production
    +-- 2 H2 Purity Requirements
        +-- 2 Monitoring and Testing of H2 Purity",0.6773033652507845
209,Knowledge of certification requirements for hydrogen products,16.3.2,"16 Hydrogen Production Processes
+-- 3 Technological Requirements for Hydrogen Production
    +-- 2 Control Systems and Automation",0.6755658638197312
209,Knowledge of certification requirements for hydrogen products,16.3,"16 Hydrogen Production Processes
+-- 3 Technological Requirements for Hydrogen Production",0.669218330961132
209,Knowledge of certification requirements for hydrogen products,9.4.2,"9 Interpretation and Application of Technical Drawings in Hydrogen Systems
+-- 4 Hazardous Area Requirements
    +-- 2 Safety Measures for Hazardous Areas",0.6648109237743823
209,Knowledge of certification requirements for hydrogen products,16.3.1,"16 Hydrogen Production Processes
+-- 3 Technological Requirements for Hydrogen Production
    +-- 1 Equipment and Infrastructure",0.6626657897641726
209,Knowledge of certification requirements for hydrogen products,16.2.1,"16 Hydrogen Production Processes
+-- 2 Process Requirements for Hydrogen Production
    +-- 1 Water Quality for Electrolysis",0.6550195143756569
209,Knowledge of certification requirements for hydrogen products,9.4,"9 Interpretation and Application of Technical Drawings in Hydrogen Systems
+-- 4 Hazardous Area Requirements",0.6523334529834286
210,Understanding hydrogen properties,1,1 Understanding hydrogen properties,0.9999999848636976
211,Understanding the behavior of hydrogen,1,1 Understanding hydrogen properties,0.807226123400961
211,Understanding the behavior of hydrogen,1.1,"1 Understanding hydrogen properties
+-- 1 Chemical Properties of Hydrogen",0.7330032798528046
212,Knowledge of potential hazards created by hydrogen,4,4 Understanding hazardous areas involving hydrogen,0.778063732144812
212,Knowledge of potential hazards created by hydrogen,4.4.4,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 4 Explosion Prevention",0.7255056832029524
212,Knowledge of potential hazards created by hydrogen,1.3.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 3 Containment Risks",0.7103150508434001
212,Knowledge of potential hazards created by hydrogen,1.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen",0.7070968019423897
213,Design and selection of pressure vessels for hydrogen systems,6.1,"6 High-Pressure Hydrogen Gas Systems
+-- 1 Hydrogen Pressure Considerations",0.6836738777970753
213,Design and selection of pressure vessels for hydrogen systems,6,6 High-Pressure Hydrogen Gas Systems,0.6770177130925483
213,Design and selection of pressure vessels for hydrogen systems,6.3,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction",0.6743106981026543
213,Design and selection of pressure vessels for hydrogen systems,6.4,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning",0.670257024199105
213,Design and selection of pressure vessels for hydrogen systems,6.3.1,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 1 Design Considerations for Hydrogen Pipelines",0.6668283371739374
213,Design and selection of pressure vessels for hydrogen systems,6.2,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines",0.6593868606541871
213,Design and selection of pressure vessels for hydrogen systems,6.4.1,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 1 Safety Protocols for High-Pressure Hydrogen",0.6472705996388634
213,Design and selection of pressure vessels for hydrogen systems,6.4.2,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 2 Operation and Maintenance",0.6470025760815357
213,Design and selection of pressure vessels for hydrogen systems,6.4.2.2,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 2 Operation and Maintenance
        +-- 2 Pressure Control Systems",0.6438001045032371
213,Design and selection of pressure vessels for hydrogen systems,6.4.2.1,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 2 Operation and Maintenance
        +-- 1 Monitoring and Inspection",0.6399921951820349
213,Design and selection of pressure vessels for hydrogen systems,6.3.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 2 Construction Best Practices",0.6273949458298713
213,Design and selection of pressure vessels for hydrogen systems,13.3.1,"13 Hydrogen Compression and Storage
+-- 3 Storage of Compressed Hydrogen
    +-- 1 Types of Storage Vessels",0.6244958609155303
213,Design and selection of pressure vessels for hydrogen systems,6.4.2.3,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 2 Operation and Maintenance
        +-- 3 Regular Maintenance Procedures",0.6237617384716211
213,Design and selection of pressure vessels for hydrogen systems,6.1.1,"6 High-Pressure Hydrogen Gas Systems
+-- 1 Hydrogen Pressure Considerations
    +-- 1 Comparative Pressure Analysis",0.6210635456786866
213,Design and selection of pressure vessels for hydrogen systems,6.3.1.1,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 1 Design Considerations for Hydrogen Pipelines
        +-- 1 Stress and Strain Analysis",0.6161797549423299
213,Design and selection of pressure vessels for hydrogen systems,6.3.2.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 2 Construction Best Practices
        +-- 2 Installation and Testing Procedures",0.6154427122520512
214,Design and selection of piping systems and fittings,6.2,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines",0.4830667272041256
214,Design and selection of piping systems and fittings,6.3.2.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 2 Construction Best Practices
        +-- 2 Installation and Testing Procedures",0.4694463638799621
214,Design and selection of piping systems and fittings,6.3.2.1,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 2 Construction Best Practices
        +-- 1 Welding and Jointing Techniques",0.4583339265334991
214,Design and selection of piping systems and fittings,6.2.1,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines
    +-- 1 Material Requirements for High-Pressure Hydrogen",0.452922088805323
214,Design and selection of piping systems and fittings,6.3.1,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 1 Design Considerations for Hydrogen Pipelines",0.4525212800154172
214,Design and selection of piping systems and fittings,6.2.1.1,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines
    +-- 1 Material Requirements for High-Pressure Hydrogen
        +-- 1 Compatibility with Hydrogen",0.4495866191062463
214,Design and selection of piping systems and fittings,6.2.2,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines
    +-- 2 Comparison with Natural Gas Pipeline Materials",0.4447737812435257
214,Design and selection of piping systems and fittings,6.3,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction",0.4444855855216116
214,Design and selection of piping systems and fittings,6.3.1.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 1 Design Considerations for Hydrogen Pipelines
        +-- 2 Leak Detection and Prevention",0.4422078213663942
214,Design and selection of piping systems and fittings,6.3.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 2 Construction Best Practices",0.4417855408784059
214,Design and selection of piping systems and fittings,6.4.1,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 1 Safety Protocols for High-Pressure Hydrogen",0.4383248244088775
214,Design and selection of piping systems and fittings,6.2.1.3,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines
    +-- 1 Material Requirements for High-Pressure Hydrogen
        +-- 3 Corrosion Resistance",0.4381328697063414
215,Design and selection of valves and seals,2.3.1.2,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 3 Functional Testing of Equipment
    +-- 1 Operational Testing
        +-- 2 Assessing Valve Functionality",0.4023179753212929
215,Design and selection of valves and seals,6.3.2.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 2 Construction Best Practices
        +-- 2 Installation and Testing Procedures",0.3830982720741334
215,Design and selection of valves and seals,6.2,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines",0.3733581801961245
215,Design and selection of valves and seals,6.3.1.2,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 1 Design Considerations for Hydrogen Pipelines
        +-- 2 Leak Detection and Prevention",0.3674140225071449
215,Design and selection of valves and seals,6.3.1,"6 High-Pressure Hydrogen Gas Systems
+-- 3 Pipeline Design and Construction
    +-- 1 Design Considerations for Hydrogen Pipelines",0.3665667849447538
215,Design and selection of valves and seals,2.2.1,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity
    +-- 1 Pressure Testing",0.362388138014187
216,Design and selection of coatings for protection against hydrogen,18.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement",0.5768606169445728
216,Design and selection of coatings for protection against hydrogen,1.3.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 3 Containment Risks",0.5469520223944015
216,Design and selection of coatings for protection against hydrogen,18.3,"18 Hydrogen Interaction with Materials
+-- 3 Mitigation Strategies for Hydrogen Embrittlement",0.5424811975709436
216,Design and selection of coatings for protection against hydrogen,6.4,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning",0.5365362057606761
216,Design and selection of coatings for protection against hydrogen,18.2.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing",0.5358904303960366
216,Design and selection of coatings for protection against hydrogen,6.2,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines",0.5331675054216687
216,Design and selection of coatings for protection against hydrogen,18.2.1,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 1 Fracture Mechanics Testing",0.5268010561540973
216,Design and selection of coatings for protection against hydrogen,4.4.1,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 1 Corrosion Resistance",0.5244463139153652
216,Design and selection of coatings for protection against hydrogen,18.3.1.2,"18 Hydrogen Interaction with Materials
+-- 3 Mitigation Strategies for Hydrogen Embrittlement
    +-- 1 Material Selection and Treatment
        +-- 2 Surface Treatments and Coatings",0.5216911767377248
216,Design and selection of coatings for protection against hydrogen,18.3.2,"18 Hydrogen Interaction with Materials
+-- 3 Mitigation Strategies for Hydrogen Embrittlement
    +-- 2 Design Considerations to Minimize Embrittlement",0.5208034725458037
216,Design and selection of coatings for protection against hydrogen,24.3,"24 Integration of Hydrogen System Components
+-- 3 Testing and Validation of Integrated Systems",0.5195246494511302
217,Design and selection of insulation to withstand hydrogen conditions,6.2,"6 High-Pressure Hydrogen Gas Systems
+-- 2 Materials Selection for Hydrogen Pipelines",0.6212446070976314
217,Design and selection of insulation to withstand hydrogen conditions,18.4.3,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing
    +-- 3 Compliance with Safety and Reliability Standards",0.6035980045362225
217,Design and selection of insulation to withstand hydrogen conditions,4.4.1,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 1 Corrosion Resistance",0.5775604865698644
217,Design and selection of insulation to withstand hydrogen conditions,18.4,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing",0.5740655345911669
217,Design and selection of insulation to withstand hydrogen conditions,4.4.2,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 2 Containment Integrity",0.567749204474227
218,Assess strength of welds in hydrogen systems,18.2.1,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 1 Fracture Mechanics Testing",0.633637648878399
218,Assess strength of welds in hydrogen systems,1.2.1,"1 Understanding hydrogen properties
+-- 2 Hydrogen Interactions with Materials
    +-- 1 Material Compatibility",0.6158901499408602
218,Assess strength of welds in hydrogen systems,18.2.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing",0.6069985639749935
218,Assess strength of welds in hydrogen systems,18.2.1.1,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 1 Fracture Mechanics Testing
        +-- 1 Crack Propagation Analysis",0.6019755857101057
218,Assess strength of welds in hydrogen systems,18.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement",0.5987706597349405
218,Assess strength of welds in hydrogen systems,1.2,"1 Understanding hydrogen properties
+-- 2 Hydrogen Interactions with Materials",0.5936714760381089
218,Assess strength of welds in hydrogen systems,18.2.2.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing
        +-- 2 Hardness and Toughness Testing",0.5909802081521094
218,Assess strength of welds in hydrogen systems,1.3.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 3 Containment Risks",0.5904648803376528
218,Assess strength of welds in hydrogen systems,18.2.2.1,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing
        +-- 1 Tensile Testing for Embrittlement",0.5882973646511593
218,Assess strength of welds in hydrogen systems,1.2.2,"1 Understanding hydrogen properties
+-- 2 Hydrogen Interactions with Materials
    +-- 2 Reaction Mechanisms",0.5845772251484923
218,Assess strength of welds in hydrogen systems,1,1 Understanding hydrogen properties,0.5769611475838003
219,Assess integrity of welds under hydrogen pressure,1.3.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 3 Containment Risks",0.6514630278595988
219,Assess integrity of welds under hydrogen pressure,2.2.1,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity
    +-- 1 Pressure Testing",0.6475499264883785
219,Assess integrity of welds under hydrogen pressure,18.2.1,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 1 Fracture Mechanics Testing",0.6377263812739133
219,Assess integrity of welds under hydrogen pressure,18.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement",0.6359976739465942
219,Assess integrity of welds under hydrogen pressure,18.2.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing",0.630869770408205
219,Assess integrity of welds under hydrogen pressure,18.4,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing",0.6198992022319758
219,Assess integrity of welds under hydrogen pressure,1.2.1,"1 Understanding hydrogen properties
+-- 2 Hydrogen Interactions with Materials
    +-- 1 Material Compatibility",0.6161185344623736
219,Assess integrity of welds under hydrogen pressure,1.3.1.2,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 1 Handling Risks
        +-- 2 Silent Leaks",0.6150231741339025
219,Assess integrity of welds under hydrogen pressure,4.4.2,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 2 Containment Integrity",0.6130302210842259
219,Assess integrity of welds under hydrogen pressure,1.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen",0.6104913685189872
219,Assess integrity of welds under hydrogen pressure,13.2.3.1,"13 Hydrogen Compression and Storage
+-- 2 Material Properties of Compressed Hydrogen
    +-- 3 Interaction with Storage Materials
        +-- 1 Material Compatibility",0.6094758026049656
219,Assess integrity of welds under hydrogen pressure,1.3.1,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 1 Handling Risks",0.6073971260840691
219,Assess integrity of welds under hydrogen pressure,2.2.3,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity
    +-- 3 Fracture and Crack Analysis",0.6057540681302941
219,Assess integrity of welds under hydrogen pressure,18.4.3,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing
    +-- 3 Compliance with Safety and Reliability Standards",0.6032947066619943
219,Assess integrity of welds under hydrogen pressure,4.4.1,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 1 Corrosion Resistance",0.600249433263482
219,Assess integrity of welds under hydrogen pressure,18.2.2.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing
        +-- 2 Hardness and Toughness Testing",0.6000700307128382
219,Assess integrity of welds under hydrogen pressure,16.4,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization",0.5993402017383211
219,Assess integrity of welds under hydrogen pressure,13.2.2,"13 Hydrogen Compression and Storage
+-- 2 Material Properties of Compressed Hydrogen
    +-- 2 Behavior of Hydrogen under High Pressure",0.5973822836006385
219,Assess integrity of welds under hydrogen pressure,16.4.2.2,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization
    +-- 2 Regulatory Compliance in Hydrogen Production
        +-- 2 Quality Assurance and Certification",0.5947299845087838
219,Assess integrity of welds under hydrogen pressure,6.4.2.1,"6 High-Pressure Hydrogen Gas Systems
+-- 4 Safety and Operational Planning
    +-- 2 Operation and Maintenance
        +-- 1 Monitoring and Inspection",0.5886438668294945
219,Assess integrity of welds under hydrogen pressure,2.2,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity",0.5882982206838393
219,Assess integrity of welds under hydrogen pressure,13.2,"13 Hydrogen Compression and Storage
+-- 2 Material Properties of Compressed Hydrogen",0.5872260428570668
219,Assess integrity of welds under hydrogen pressure,16.2.2,"16 Hydrogen Production Processes
+-- 2 Process Requirements for Hydrogen Production
    +-- 2 H2 Purity Requirements",0.586592231476841
220,Assess integrity of welds under hydrogen temperature conditions,18.4,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing",0.6640432769915234
220,Assess integrity of welds under hydrogen temperature conditions,18.4.3,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing
    +-- 3 Compliance with Safety and Reliability Standards",0.6495784640338643
220,Assess integrity of welds under hydrogen temperature conditions,1.3.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 3 Containment Risks",0.6358150195352829
220,Assess integrity of welds under hydrogen temperature conditions,18.2.1,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 1 Fracture Mechanics Testing",0.6287606730338132
220,Assess integrity of welds under hydrogen temperature conditions,18.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement",0.627459409705456
220,Assess integrity of welds under hydrogen temperature conditions,1.2.1,"1 Understanding hydrogen properties
+-- 2 Hydrogen Interactions with Materials
    +-- 1 Material Compatibility",0.6220468072720592
220,Assess integrity of welds under hydrogen temperature conditions,13.2.3.1,"13 Hydrogen Compression and Storage
+-- 2 Material Properties of Compressed Hydrogen
    +-- 3 Interaction with Storage Materials
        +-- 1 Material Compatibility",0.6181492180323567
220,Assess integrity of welds under hydrogen temperature conditions,18.2.2,"18 Hydrogen Interaction with Materials
+-- 2 Testing and Evaluation of Material Embrittlement
    +-- 2 Material Durability Testing",0.6166323202350498
220,Assess integrity of welds under hydrogen temperature conditions,14.2.3.1,"14 Hydrogen Liquefaction and Storage
+-- 2 Material Properties of Liquid Hydrogen
    +-- 3 Interaction with Storage Materials
        +-- 1 Material Compatibility at Low Temperatures",0.6144151708705449
220,Assess integrity of welds under hydrogen temperature conditions,16.2.2,"16 Hydrogen Production Processes
+-- 2 Process Requirements for Hydrogen Production
    +-- 2 H2 Purity Requirements",0.6127769841776073
220,Assess integrity of welds under hydrogen temperature conditions,4.4.1,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 1 Corrosion Resistance",0.6125321417989678
220,Assess integrity of welds under hydrogen temperature conditions,4.4.2,"4 Understanding hazardous areas involving hydrogen
+-- 4 Material Selection for Risk Reduction
    +-- 2 Containment Integrity",0.6122212094747378
220,Assess integrity of welds under hydrogen temperature conditions,2.2.1,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity
    +-- 1 Pressure Testing",0.6064267735436634
220,Assess integrity of welds under hydrogen temperature conditions,1.3.1.2,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 1 Handling Risks
        +-- 2 Silent Leaks",0.603993116206811
220,Assess integrity of welds under hydrogen temperature conditions,16.4,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization",0.6017947172744083
220,Assess integrity of welds under hydrogen temperature conditions,1.3.1,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen
    +-- 1 Handling Risks",0.6012754882293738
220,Assess integrity of welds under hydrogen temperature conditions,18.4.2,"18 Hydrogen Interaction with Materials
+-- 4 Standards and Protocols for Testing
    +-- 2 Industry-Specific Testing Protocols",0.5984252813645442
220,Assess integrity of welds under hydrogen temperature conditions,1.3,"1 Understanding hydrogen properties
+-- 3 Property Risks of Hydrogen",0.5977810189788301
221,Understanding of installation procedures unique to hydrogen,24.3,"24 Integration of Hydrogen System Components
+-- 3 Testing and Validation of Integrated Systems",0.6693295850959184
221,Understanding of installation procedures unique to hydrogen,2.3,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 3 Functional Testing of Equipment",0.657454456096314
221,Understanding of installation procedures unique to hydrogen,16.4,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization",0.6560814477453059
221,Understanding of installation procedures unique to hydrogen,2.3.1,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 3 Functional Testing of Equipment
    +-- 1 Operational Testing",0.6489141211575857
221,Understanding of installation procedures unique to hydrogen,16.3.1,"16 Hydrogen Production Processes
+-- 3 Technological Requirements for Hydrogen Production
    +-- 1 Equipment and Infrastructure",0.6426041826752948
221,Understanding of installation procedures unique to hydrogen,24.3.2,"24 Integration of Hydrogen System Components
+-- 3 Testing and Validation of Integrated Systems
    +-- 2 System-Level Validation",0.6381269904657897
221,Understanding of installation procedures unique to hydrogen,16.4.1,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization
    +-- 1 Process Optimization Techniques",0.6359446359216564
221,Understanding of installation procedures unique to hydrogen,2,2 Maintenance and Monitoring of Hydrogen Equipment,0.6325147062963422
221,Understanding of installation procedures unique to hydrogen,2.2.1,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity
    +-- 1 Pressure Testing",0.6275343827991816
221,Understanding of installation procedures unique to hydrogen,24.3.1,"24 Integration of Hydrogen System Components
+-- 3 Testing and Validation of Integrated Systems
    +-- 1 Functional Testing of Integrated Components",0.627106162402846
221,Understanding of installation procedures unique to hydrogen,16.4.2,"16 Hydrogen Production Processes
+-- 4 Ensuring Process Compliance and Optimization
    +-- 2 Regulatory Compliance in Hydrogen Production",0.6239625681917912
221,Understanding of installation procedures unique to hydrogen,2.2,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 2 Measurement of Equipment Integrity",0.6227010867987862
221,Understanding of installation procedures unique to hydrogen,2.3.1.2,"2 Maintenance and Monitoring of Hydrogen Equipment
+-- 3 Functional Testing of Equipment
    +-- 1 Operational Testing
        +-- 2 Assessing Valve Functionality",0.6209690151885575
